,age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
694,49,164007,704,2,1,0,984042,30
695,38,76168,640,1,1,1,380840,36
696,45,65760,749,1,1,0,394560,30
697,26,34948,728,2,1,0,279584,24
698,53,118917,653,2,1,0,594585,30
699,39,70943,715,0,1,0,496601,30
700,35,46411,760,0,1,0,278466,18
701,54,143182,651,1,1,0,715910,18
702,33,51521,741,1,1,1,412168,30
703,25,28942,630,1,1,0,173652,24
704,25,30965,646,1,1,1,216755,30
705,49,111806,788,2,1,0,894448,18
706,26,21487,749,4,1,0,171896,30
707,63,93906,549,1,1,0,375624,30
708,25,20705,670,2,1,1,103525,24
709,62,74897,739,4,1,0,449382,36
710,44,66842,711,1,1,0,534736,24
711,40,69212,749,3,1,0,484484,30
712,35,58470,709,0,1,0,409290,12
713,46,179547,689,1,1,0,897735,18
714,41,68000,686,3,1,0,408000,30
715,55,165647,787,0,1,0,1325176,36
716,43,74929,755,1,1,0,524503,30
717,43,71192,732,5,1,1,427152,24
718,37,66049,707,2,1,0,396294,30
719,41,65157,656,1,1,0,390942,36
720,45,26622,675,3,0,0,108991,24
721,25,33062,785,2,1,0,264496,30
722,25,25496,777,3,1,0,203968,24
723,50,108514,648,4,1,0,542570,18
724,44,27183,707,1,0,1,136813,24
725,39,26184,739,2,0,1,93359,30
726,42,27850,734,1,0,0,107483,18
727,46,28159,734,1,0,0,101072,18
728,35,45871,611,1,1,0,321097,30
729,32,60631,606,3,1,0,424417,24
730,44,69282,793,5,1,1,554256,36
731,30,35217,820,2,1,0,246519,12
732,46,169064,581,3,1,1,1014384,12
733,25,20620,697,1,1,1,144340,24
734,54,112453,765,2,1,0,899624,36
735,47,166770,523,2,1,0,1000620,18
736,45,83587,614,4,1,0,417935,12
737,53,144142,692,5,1,0,1008994,24
738,61,9773,652,2,0,0,69641,12
739,54,164461,716,4,1,0,986766,18
740,25,23717,817,2,1,0,142302,30
741,26,27479,631,0,1,0,137395,30
742,34,15385,704,1,0,1,84289,12
743,42,69484,672,4,1,0,416904,36
744,48,116709,710,2,1,1,933672,36
745,33,54542,700,2,1,0,381794,24
746,44,79083,900,3,1,0,553581,24
747,32,52053,819,5,1,0,312318,18
748,34,53586,573,1,1,1,321516,24
749,25,27152,627,0,1,0,190064,30
750,30,34905,637,0,1,0,209430,12
751,25,27553,601,2,1,1,137765,18
752,30,11328,590,1,0,0,99508,18
753,54,141221,685,4,1,0,847326,36
754,30,33651,640,1,1,0,235557,12
755,70,74397,628,0,1,0,297588,12
756,47,101133,861,2,1,0,707931,30
757,44,65076,646,2,1,1,390456,36
758,31,53072,664,0,1,0,371504,24
759,50,29010,759,5,0,1,87305,24
760,35,49992,664,5,1,0,299952,12
761,43,26052,606,1,0,1,96685,18
762,70,92166,679,3,1,0,368664,18
763,40,27947,860,3,0,1,97027,18
764,55,117781,661,2,1,0,588905,12
765,33,49787,627,3,1,1,248935,12
766,41,77910,733,1,1,0,545370,36
767,63,73113,675,1,1,0,365565,36
768,34,60331,900,1,1,0,422317,36
769,63,87841,637,4,1,1,439205,12
770,50,158631,838,1,1,0,1110417,18
771,35,47125,793,0,1,0,329875,18
772,49,110116,669,0,1,0,770812,18
773,53,29739,699,2,0,1,90219,18
774,49,157870,617,2,1,1,947220,12
775,25,20486,656,1,1,0,122916,24
776,33,49853,668,1,1,0,348971,12
777,39,26167,712,2,0,1,97492,36
778,41,71555,586,1,1,0,429330,36
779,49,153526,724,1,1,0,921156,30
780,44,70456,688,1,1,0,493192,12
781,25,31856,731,2,1,1,254848,30
782,46,106324,743,1,1,1,744268,24
783,49,171976,681,2,1,0,1031856,24
784,48,101118,739,1,1,0,707826,24
785,54,114571,693,2,1,0,572855,24
786,52,161375,759,2,1,0,968250,24
787,47,172755,725,0,1,0,1382040,12
788,41,26233,714,4,0,1,119201,36
789,25,29734,691,5,1,1,178404,18
790,47,141927,803,1,1,0,851562,24
791,44,26044,732,4,0,0,120595,36
792,45,65013,594,3,1,0,390078,30
793,26,20541,662,3,1,0,143787,36
794,29,39150,681,1,1,0,234900,36
795,54,146037,699,1,1,0,1022259,18
796,41,27266,714,2,0,1,101470,30
797,50,113150,624,1,1,0,678900,36
798,42,66349,694,2,1,0,398094,18
799,42,77069,674,2,1,0,385345,24
800,53,177394,786,2,1,0,1064364,18
801,35,16599,620,1,0,1,112720,24
802,43,67775,698,1,1,0,474425,12
803,36,75978,645,3,1,0,379890,30
804,36,68158,849,0,1,0,477106,36
805,38,81957,800,1,1,0,573699,24
806,44,66439,568,3,1,1,465073,18
807,36,67109,636,1,1,0,335545,24
808,57,105916,769,4,1,0,635496,30
809,31,58153,736,1,1,0,407071,18
810,39,67761,734,4,1,0,406566,18
811,36,83565,715,2,1,0,584955,36
812,59,125166,776,2,1,0,876162,36
813,44,69993,762,3,1,0,489951,30
814,54,166602,676,1,1,0,833010,24
815,25,12338,604,1,0,1,76088,18
816,45,66088,564,3,1,0,396528,24
817,52,162003,691,2,1,1,1134021,24
818,42,69223,552,4,1,1,415338,18
819,54,108916,720,2,1,0,653496,36
820,35,51040,675,5,1,0,306240,24
821,58,109498,855,0,1,0,875984,18
822,69,73697,727,3,1,0,442182,24
823,37,66810,697,1,1,0,400860,12
824,36,26462,570,2,0,0,83995,24
825,59,131742,599,2,1,0,922194,30
826,60,96042,754,2,1,0,576252,36
827,35,46090,674,3,1,0,230450,18
828,36,65269,900,0,1,0,522152,36
829,38,67972,693,2,1,0,475804,24
830,25,21089,713,0,1,0,168712,12
831,30,37632,594,2,1,0,188160,36
832,29,34751,775,2,1,0,208506,12
833,32,55813,625,2,1,1,390691,24
834,41,72052,741,0,1,0,504364,30
835,44,67900,764,1,1,0,475300,30
836,60,71688,707,2,1,0,358440,24
837,30,35200,840,2,1,0,246400,12
838,53,113110,651,3,1,0,678660,30
839,39,68230,834,1,1,0,545840,36
840,41,66342,598,0,1,0,464394,18
841,50,119807,763,1,1,0,718842,30
842,28,20256,688,3,1,1,101280,36
843,46,28400,643,1,0,1,107588,24
844,43,68909,567,3,1,0,413454,30
845,47,168020,679,1,1,0,840100,12
846,45,65604,674,2,1,0,459228,24
847,70,87525,713,3,1,0,525150,30
848,34,47799,757,0,1,0,382392,12
849,35,55358,635,1,1,0,387506,30
850,34,48146,840,4,1,0,337022,36
851,35,55901,656,3,1,1,335406,36
852,34,61434,748,3,1,1,491472,18
853,56,100149,707,2,1,0,701043,30
854,59,103064,684,1,1,0,721448,24
855,35,51247,703,2,1,0,409976,36
856,32,58291,624,2,1,0,408037,12
857,47,170598,668,3,1,0,1194186,18
858,35,57678,592,2,1,1,403746,30
859,49,110750,656,0,1,0,775250,12
860,44,26462,662,3,0,0,97831,18
861,25,21337,767,5,1,0,128022,12
862,60,72831,673,2,1,1,291324,24
863,63,72980,664,3,1,0,364900,30
864,34,53561,717,1,1,0,428488,24
865,37,68150,714,4,1,1,477050,36
866,45,68318,652,3,1,0,341590,36
867,46,28506,731,5,0,1,99293,18
868,49,165944,685,2,1,1,995664,36
869,66,80170,652,0,1,0,320680,12
870,39,72000,660,3,1,0,504000,36
871,32,59920,775,1,1,0,479360,18
872,25,22217,662,0,1,0,111085,24
873,33,62126,720,3,1,0,372756,12
874,41,66867,597,2,1,0,468069,30
875,63,74837,789,2,1,0,374185,18
876,35,55256,653,2,1,1,386792,36
877,44,65421,732,1,1,0,392526,18
878,41,27094,679,3,0,0,113281,30
879,56,108061,731,2,1,0,756427,18
880,70,12384,735,3,0,1,101565,36
881,35,52141,688,5,1,0,312846,12
882,36,65096,550,0,1,0,390576,24
883,54,28817,787,0,0,0,86523,12
884,50,28808,688,2,0,0,83699,18
885,64,10285,729,3,0,0,91304,18
886,49,151025,755,2,1,0,906150,24
887,37,81409,663,2,1,0,407045,18
888,49,178581,741,3,1,0,1250067,18
889,55,101969,640,0,1,0,713783,36
890,51,164685,731,1,1,0,988110,30
891,48,174441,701,2,1,0,1046646,24
892,54,108563,666,3,1,0,542815,36
893,56,107990,703,4,1,1,863920,18
894,58,105905,615,4,1,1,741335,36
895,49,112303,724,4,1,0,898424,24
896,39,75190,733,1,1,0,526330,18
897,43,66248,727,2,1,0,463736,24
898,56,106831,820,4,1,0,640986,24
899,32,61242,692,1,1,0,306210,18
900,46,29904,697,1,0,0,88457,36
901,37,26915,606,1,0,0,89692,36
902,42,65004,825,0,1,0,520032,12
903,57,112865,580,3,1,1,790055,12
904,44,68857,718,2,1,0,413142,12
905,42,72481,650,2,1,0,434886,24
906,25,20180,704,1,1,0,141260,36
907,50,100306,595,3,1,0,702142,36
908,49,159403,771,1,1,0,1115821,12
909,67,97765,623,2,1,0,391060,30
910,38,69858,793,3,1,0,558864,12
911,44,68244,625,2,1,0,341220,30
912,44,26055,778,3,0,0,117106,30
913,60,87955,633,0,1,0,439775,18
914,40,78899,650,2,1,0,473394,30
915,45,65204,699,2,1,0,456428,24
916,49,144838,632,1,1,0,869028,18
917,44,27337,629,2,0,0,113869,30
918,36,83854,633,1,1,0,586978,36
919,44,26611,725,4,0,0,106430,36
920,54,28337,699,0,0,0,102148,18
921,29,34702,704,0,1,0,208212,24
922,43,68775,674,3,1,0,412650,30
923,33,62803,743,1,1,0,376818,18
924,56,20848,784,3,0,0,100592,12
925,25,10292,746,1,0,1,44733,24
926,35,45551,683,2,1,0,273306,30
927,46,111998,602,1,1,0,559990,12
928,60,73871,541,3,1,0,295484,36
929,41,69729,694,0,1,0,488103,30
930,35,60981,540,2,1,0,304905,18
931,64,89211,684,1,1,1,356844,18
932,25,22793,812,4,1,0,136758,36
933,25,27685,607,1,1,0,138425,24
934,47,148591,597,4,1,1,1040137,36
935,35,56515,750,5,1,1,452120,18
936,29,38820,475,3,1,0,194100,12
937,50,112436,730,0,1,0,674616,36
938,44,68967,817,3,1,0,413802,30
939,35,51199,630,0,1,0,358393,12
940,26,16672,616,1,0,1,79561,24
941,52,170783,747,4,1,0,1024698,36
942,49,106140,606,2,1,0,636840,30
943,40,78393,764,1,1,0,548751,36
944,64,97207,612,1,1,0,486035,30
945,29,36089,841,0,1,0,252623,30
946,25,21678,752,3,1,0,151746,30
947,33,61634,703,1,1,0,431438,36
948,41,66271,836,2,1,0,397626,24
949,44,66388,782,4,1,0,464716,12
950,39,76198,729,1,1,0,609584,30
951,46,116309,550,1,1,0,581545,36
952,26,13756,643,4,0,0,78007,30
953,59,102606,786,1,1,0,718242,24
954,41,67360,595,5,1,0,404160,36
955,55,160880,638,3,1,0,1126160,24
956,46,173885,618,2,1,0,869425,24
957,47,107810,732,0,1,0,646860,12
958,48,174706,777,2,1,0,1397648,24
959,47,160413,777,3,1,0,1283304,24
960,49,28678,631,3,0,0,125049,30
961,57,110584,731,1,1,0,774088,24
962,44,83018,628,2,1,0,498108,12
963,50,113494,683,0,1,0,794458,30
964,40,69506,741,1,1,0,486542,30
965,59,101962,784,4,1,0,611772,18
966,33,55736,528,3,1,0,278680,24
967,63,14154,707,1,0,1,94681,24
968,41,77168,812,1,1,0,540176,30
969,25,31774,718,0,1,0,222418,30
970,43,66450,706,3,1,0,465150,24
971,33,51538,654,1,1,0,309228,36
972,52,111117,810,1,1,0,777819,30
973,34,50488,658,1,1,0,252440,30
974,36,66303,691,1,1,0,464121,36
975,25,30141,662,0,1,0,150705,36
976,36,68020,708,1,1,1,544160,24
977,25,17826,814,2,0,1,51895,36
978,25,21771,627,0,1,0,130626,36
979,51,150448,709,2,1,0,1203584,24
980,51,150714,731,2,1,0,904284,36
981,47,109495,635,0,1,0,656970,30
982,30,16491,695,4,0,1,101951,24
983,41,66800,848,1,1,0,400800,30
984,41,76918,558,2,1,0,538426,18
985,28,21546,666,3,1,1,107730,30
986,60,74016,720,2,1,0,444096,30
987,52,111914,669,1,1,0,671484,36
988,39,69303,900,2,1,0,485121,12
989,42,66313,743,3,1,0,530504,12
990,44,65812,616,1,1,0,394872,12
991,25,14532,513,0,0,0,66284,36
992,39,66167,727,1,1,1,529336,18
993,33,59871,639,1,1,1,419097,36
994,29,37011,803,0,1,0,296088,12
995,38,77231,678,3,1,1,540617,18
996,63,9728,654,2,0,0,80012,24
997,49,101058,653,2,1,0,707406,24
998,35,58020,778,0,1,0,406140,12
999,48,166107,733,3,1,0,1162749,36
1000,58,131769,840,0,1,0,922383,18
1001,53,159419,682,3,1,0,797095,30
1002,42,67851,768,2,1,0,474957,24
1003,34,47407,770,1,1,0,331849,24
1004,50,112505,753,1,1,0,675030,24
1005,46,164947,659,2,1,0,989682,18
1006,52,28169,737,1,0,1,135654,18
1007,49,178306,692,2,1,0,1069836,12
1008,54,142440,690,3,1,0,854640,18
1009,35,48446,635,2,1,1,242230,12
1010,57,106907,530,0,1,0,641442,12
1011,44,69294,799,1,1,0,415764,36
1012,66,74367,734,0,1,0,446202,12
1013,33,51357,592,3,1,0,359499,24
1014,62,84325,757,4,1,0,505950,12
1015,44,27935,801,3,0,1,126077,36
1016,34,51408,762,0,1,0,308448,18
1017,36,66388,628,3,1,0,331940,12
1018,38,65692,641,2,1,0,328460,24
1019,47,114858,656,4,1,1,804006,18
1020,48,176257,768,1,1,0,1410056,36
1021,35,62837,738,3,1,1,377022,12
1022,41,68930,900,1,1,0,551440,36
1023,67,72411,568,2,1,0,289644,18
1024,62,94411,695,2,1,0,377644,30
1025,47,108774,545,2,1,0,652644,36
1026,42,84057,747,5,1,1,672456,30
1027,43,68788,785,1,1,0,412728,12
1028,49,168456,815,2,1,0,1010736,12
1029,29,37652,715,2,1,0,225912,24
1030,38,70223,546,1,1,0,421338,24
1031,25,16805,695,1,0,1,51000,24
1032,46,157947,734,2,1,1,1263576,12
1033,49,104086,619,1,1,0,520430,36
1034,36,66343,678,5,1,0,464401,18
1035,60,74510,597,1,1,0,372550,18
1036,27,27686,650,0,1,0,138430,12
1037,25,34052,772,4,1,1,272416,36
1038,44,65036,754,2,1,0,520288,36
1039,54,142699,588,2,1,0,713495,36
1040,62,74267,643,2,1,0,297068,36
1041,36,69128,704,1,1,0,553024,12
1042,54,168031,718,1,1,0,1344248,12
1043,41,82698,646,3,1,1,578886,24
1044,39,71922,738,1,1,0,503454,12
1045,52,116373,697,0,1,0,814611,12
1046,49,175922,493,5,1,0,879610,24
1047,25,25827,654,2,1,1,180789,18
1048,59,111923,651,1,1,0,671538,30
1049,58,105280,754,2,1,1,736960,36
1050,34,60202,755,0,1,0,361212,12
1051,46,161746,566,2,1,0,1132222,36
1052,47,115387,735,3,1,0,807709,18
1053,45,26142,694,2,0,1,83602,12
1054,35,50493,710,1,1,0,353451,24
1055,33,47848,650,1,1,0,239240,12
1056,41,66232,695,2,1,0,463624,18
1057,56,132345,792,2,1,1,926415,12
1058,48,109931,708,5,1,0,769517,30
1059,37,65464,696,0,1,0,392784,24
1060,51,179460,661,2,1,0,897300,30
1061,25,22040,784,5,1,0,176320,24
1062,55,169467,597,4,1,0,847335,12
1063,25,27620,635,4,1,1,138100,12
1064,37,80127,592,2,1,0,560889,24
1065,28,31022,716,1,1,0,217154,18
1066,26,32151,794,0,1,0,225057,12
1067,55,142827,673,2,1,0,999789,12
1068,36,66043,614,3,1,0,396258,30
1069,46,165326,830,3,1,0,1322608,36
1070,41,26475,736,0,0,0,81919,30
1071,47,141574,722,4,1,0,991018,24
1072,42,68562,684,2,1,0,479934,12
1073,26,23376,753,4,1,1,140256,24
1074,53,101079,720,3,1,0,808632,24
1075,36,79353,661,0,1,0,555471,18
1076,25,30129,674,2,1,0,180774,18
1077,36,76982,618,1,1,0,538874,12
1078,60,71657,608,3,1,0,286628,30
1079,52,28441,676,4,0,1,112548,30
1080,37,26534,792,2,0,1,63495,36
1081,37,67021,617,2,1,0,402126,36
1082,38,75277,766,3,1,0,602216,18
1083,66,95918,636,3,1,0,479590,30
1084,46,105382,557,0,1,0,526910,12
1085,47,113310,743,5,1,0,679860,12
1086,54,178729,830,2,1,0,1429832,24
1087,44,67758,631,4,1,0,406548,12
1088,38,66700,574,2,1,0,400200,36
1089,39,70361,736,3,1,0,492527,18
1090,41,69849,626,1,1,0,419094,36
1091,41,26718,742,5,0,0,130720,18
1092,50,100647,792,2,1,0,704529,36
1093,42,66750,726,2,1,0,467250,30
1094,50,113288,764,1,1,0,679728,18
1095,41,68692,765,0,1,0,412152,18
1096,42,79898,779,1,1,0,479388,18
1097,25,28900,703,1,1,0,173400,18
1098,52,166995,762,1,1,0,1168965,36
1099,46,109348,713,2,1,0,656088,24
1100,53,103184,731,1,1,0,619104,30
1101,25,33855,900,3,1,0,203130,18
1102,67,98802,719,3,1,0,592812,18
1103,40,68750,580,3,1,0,412500,36
1104,55,29085,684,4,0,0,105591,36
1105,29,39515,675,3,1,0,237090,12
1106,49,102977,678,4,1,1,720839,18
1107,29,38470,776,1,1,0,307760,24
1108,34,46243,790,3,1,0,277458,18
1109,64,98483,691,3,1,0,492415,36
1110,39,69558,588,1,1,0,417348,36
1111,44,77739,707,2,1,1,621912,12
1112,52,158840,656,3,1,0,1111880,24
1113,47,158476,716,1,1,0,950856,12
1114,43,69232,690,3,1,1,415392,24
1115,46,28052,797,3,0,0,145372,30
1116,70,73210,721,1,1,0,366050,24
1117,41,81132,656,5,1,0,486792,24
1118,44,67311,589,5,1,1,336555,18
1119,54,115751,696,1,1,0,810257,18
1120,55,147573,696,5,1,1,1033011,18
1121,56,134814,679,2,1,1,808884,24
1122,49,160492,762,1,1,0,962952,18
1123,28,32896,589,2,1,0,230272,12
1124,61,88648,638,0,1,0,354592,12
1125,28,22583,704,4,1,1,158081,12
1126,45,66766,655,1,1,0,333830,18
1127,32,50331,671,1,1,0,301986,18
1128,41,67039,695,0,1,0,469273,30
1129,45,67550,754,1,1,0,405300,30
1130,45,65363,691,2,1,0,392178,30
1131,47,108926,542,3,1,0,653556,30
1132,61,71910,651,2,1,0,287640,30
1133,47,109440,739,2,1,0,875520,36
1134,39,70838,761,2,1,1,566704,30
1135,53,111961,765,4,1,0,783727,12
1136,56,105496,788,1,1,0,738472,18
1137,27,29122,709,2,1,0,232976,18
1138,49,28435,721,3,0,0,86960,18
1139,50,153679,618,2,1,0,1075753,12
1140,38,69318,526,5,1,1,415908,36
1141,58,109811,586,0,1,0,658866,30
1142,40,65178,643,5,1,1,391068,12
1143,43,76337,591,2,1,0,381685,12
1144,39,68248,676,2,1,0,477736,24
1145,42,69396,663,1,1,0,485772,18
1146,28,30512,775,3,1,0,244096,12
1147,25,25771,622,1,1,0,154626,18
1148,61,70103,711,3,1,0,420618,24
1149,31,18194,666,3,0,0,102316,24
1150,30,38572,619,2,1,0,270004,18
1151,25,12871,641,3,0,1,74417,30
1152,34,57674,535,1,1,1,288370,24
1153,26,26978,759,1,1,0,161868,12
1154,61,12006,812,3,0,0,105786,18
1155,54,29586,678,2,0,1,108730,36
1156,33,57138,702,3,1,0,342828,18
1157,69,12317,676,3,0,1,84563,24
1158,53,103636,634,1,1,0,518180,36
1159,38,67552,756,0,1,0,472864,12
1160,25,27318,725,3,1,0,163908,30
1161,69,71340,467,1,1,0,285360,36
1162,25,31605,617,1,1,0,158025,18
1163,25,20661,535,1,1,0,103305,30
1164,54,29483,824,1,0,0,128129,12
1165,70,84459,686,3,1,1,422295,30
1166,58,20253,719,1,0,0,112645,24
1167,48,110216,671,3,1,0,661296,24
1168,49,115171,788,5,1,0,691026,24
1169,52,142488,768,0,1,0,854928,36
1170,51,146066,682,3,1,0,1022462,36
1171,45,69491,837,2,1,0,555928,12
1172,43,68760,714,1,1,0,412560,18
1173,41,77155,583,3,1,0,385775,24
1174,32,46563,708,1,1,0,279378,18
1175,38,66324,741,0,1,0,397944,36
1176,25,21603,689,1,1,0,151221,24
1177,40,68997,667,5,1,0,482979,36
1178,30,39052,841,1,1,0,234312,30
1179,28,26286,605,4,1,1,184002,12
1180,44,68392,478,4,1,0,341960,30
1181,58,21322,829,1,0,0,82812,18
1182,53,105362,601,2,1,0,737534,18
1183,25,21523,677,3,1,0,129138,12
1184,30,33748,669,1,1,0,202488,12
1185,53,28267,798,3,0,1,89777,30
1186,30,38735,814,3,1,0,271145,12
1187,39,74226,596,3,1,0,445356,30
1188,48,155986,808,1,1,0,1091902,12
1189,30,38493,807,3,1,1,230958,18
1190,43,65812,701,4,1,0,526496,30
1191,25,30226,774,3,1,0,211582,12
1192,34,50827,782,0,1,0,406616,12
1193,45,80836,679,5,1,0,485016,36
1194,25,32005,687,2,1,0,224035,18
1195,47,150911,747,2,1,0,1207288,30
1196,41,68689,569,1,1,0,480823,36
1197,48,176754,671,0,1,0,1060524,24
1198,44,27376,603,3,0,0,96112,18
1199,58,109483,813,2,1,0,875864,36
1200,43,66965,670,2,1,0,468755,24
1201,36,26159,722,4,0,1,97516,18
1202,43,79037,682,4,1,0,395185,36
1203,48,109069,677,1,1,1,763483,12
1204,42,68052,716,1,1,0,544416,12
1205,42,83426,641,1,1,0,583982,24
1206,33,45394,684,0,1,0,272364,30
1207,34,46602,683,2,1,0,233010,24
1208,25,28863,666,2,1,0,173178,30
1209,62,70324,731,2,1,1,351620,24
1210,27,12778,664,0,0,0,53426,30
1211,33,49294,828,5,1,0,394352,36
1212,33,54050,750,0,1,0,432400,24
1213,52,159685,592,3,1,1,958110,36
1214,38,26328,744,0,0,0,82398,18
1215,56,117956,644,1,1,0,825692,24
1216,33,52323,710,0,1,0,366261,36
1217,45,65940,641,2,1,0,461580,24
1218,31,57246,524,0,1,0,286230,18
1219,67,72946,698,1,1,0,291784,36
1220,27,27765,585,0,1,0,166590,12
1221,45,66551,733,1,1,0,465857,30
1222,49,158748,713,1,1,0,1111236,36
1223,46,165984,651,3,1,0,995904,36
1224,39,66741,846,4,1,0,533928,18
1225,40,66429,600,4,1,0,398574,30
1226,42,67752,650,1,1,0,406512,12
1227,40,66931,610,3,1,1,334655,12
1228,53,114670,863,3,1,0,688020,30
1229,68,88101,808,1,1,0,528606,30
1230,35,50028,586,0,1,0,350196,24
1231,25,21825,633,0,1,0,130950,30
1232,40,26854,636,1,0,0,95462,24
1233,70,71976,655,0,1,0,359880,12
1234,32,61324,616,2,1,0,367944,30
1235,61,82780,651,2,1,0,331120,12
1236,62,86564,780,2,1,0,432820,18
1237,35,46062,855,3,1,0,368496,12
1238,48,146765,576,2,1,1,733825,36
1239,61,74090,616,1,1,0,296360,18
1240,37,67632,717,4,1,0,541056,36
1241,39,72552,573,3,1,1,435312,24
1242,35,23640,719,0,0,0,84829,12
1243,29,39321,743,3,1,0,235926,30
1244,34,56783,756,2,1,0,454264,30
1245,27,33430,740,1,1,0,267440,30
1246,42,68415,657,1,1,0,342075,12
1247,32,61716,685,2,1,0,308580,12
1248,44,66161,605,2,1,0,396966,30
1249,25,11588,737,5,0,0,52546,24
1250,45,65240,828,2,1,0,391440,30
1251,52,114813,736,3,1,0,688878,30
1252,25,23832,644,1,1,0,166824,36
1253,46,170157,779,4,1,0,1020942,12
1254,56,124443,889,3,1,1,746658,12
1255,27,33009,719,3,1,0,198054,24
1256,62,94145,744,1,1,1,564870,12
1257,47,140715,754,3,1,0,985005,18
1258,33,55784,571,3,1,0,278920,36
1259,41,84891,667,2,1,1,594237,12
1260,48,167153,658,0,1,0,835765,36
1261,42,27554,766,1,0,0,137117,36
1262,48,112848,757,1,1,0,902784,36
1263,30,39510,690,1,1,1,276570,24
1264,44,67113,654,0,1,0,402678,24
1265,25,29103,565,0,1,0,145515,12
1266,40,66706,698,1,1,0,400236,30
1267,31,58504,623,0,1,0,409528,36
1268,33,61783,613,1,1,0,308915,12
1269,56,105616,774,3,1,0,633696,12
1270,55,117078,765,5,1,0,936624,12
1271,49,28003,660,4,0,1,95241,18
1272,28,26805,574,2,1,0,187635,24
1273,38,65629,633,2,1,0,328145,36
1274,56,132050,779,2,1,0,792300,30
1275,43,65069,737,4,1,0,455483,12
1276,69,74926,662,3,1,1,374630,18
1277,46,141635,704,2,1,0,1133080,30
1278,44,66469,534,3,1,0,398814,36
1279,38,68083,527,2,1,0,408498,24
1280,43,27548,858,2,0,0,87294,36
1281,40,67110,740,3,1,0,469770,30
1282,50,110838,700,2,1,0,665028,30
1283,53,109188,668,2,1,0,545940,24
1284,32,46401,559,1,1,0,232005,24
1285,26,28122,779,1,1,0,168732,12
1286,25,34481,609,2,1,1,241367,24
1287,48,147884,756,0,1,0,887304,24
1288,28,22492,710,0,1,0,134952,36
1289,25,22283,695,1,1,0,155981,24
1290,46,108455,595,2,1,0,759185,12
1291,70,94976,596,0,1,0,474880,12
1292,41,67302,731,3,1,0,471114,12
1293,52,100059,706,1,1,0,700413,30
1294,42,26715,703,2,0,0,102818,36
1295,40,68954,722,1,1,0,551632,30
1296,53,144899,545,1,1,1,724495,30
1297,38,26274,781,1,0,0,70317,18
1298,45,65625,671,0,1,0,328125,12
1299,45,70991,793,2,1,0,567928,30
1300,33,57514,539,2,1,0,345084,18
1301,53,29605,745,2,0,0,105905,36
1302,39,68375,744,4,1,0,410250,24
1303,32,57212,581,1,1,0,343272,12
1304,48,151553,648,4,1,0,757765,36
1305,31,56510,615,1,1,0,339060,30
1306,42,67494,769,4,1,0,472458,12
1307,41,68497,724,1,1,0,410982,12
1308,55,117672,827,1,1,0,706032,36
1309,47,106108,716,2,1,0,636648,24
1310,41,26290,758,3,0,0,98485,12
1311,51,168748,793,0,1,0,1349984,36
1312,58,100711,744,1,1,0,604266,18
1313,48,163885,669,2,1,0,1147195,30
1314,42,26943,654,1,0,0,88616,36
1315,26,21702,693,2,1,0,130212,24
1316,29,34881,763,1,1,1,244167,36
1317,38,27161,638,3,0,1,70984,12
1318,34,50942,752,2,1,0,305652,18
1319,39,77220,725,1,1,1,540540,36
1320,42,68906,599,4,1,1,482342,18
1321,48,107508,748,0,1,0,860064,18
1322,41,68947,711,1,1,1,482629,18
1323,47,149465,655,3,1,1,896790,24
1324,42,76423,710,2,1,1,611384,30
1325,25,29526,659,3,1,0,147630,24
1326,30,14792,719,2,0,0,76996,30
1327,40,67496,686,0,1,0,404976,36
1328,27,10746,577,1,0,0,80771,36
1329,49,28961,688,2,0,0,129388,18
1330,60,71945,664,1,1,1,287780,24
1331,56,107141,750,5,1,0,857128,36
1332,39,66780,770,0,1,0,400680,30
1333,59,102989,659,0,1,0,617934,18
1334,43,65270,636,4,1,0,456890,30
1335,37,66571,565,1,1,1,465997,18
1336,34,23598,634,0,0,0,97295,30
1337,38,67287,674,4,1,0,471009,30
1338,37,26426,592,1,0,1,73910,24
1339,44,81426,771,3,1,0,488556,30
1340,43,26859,720,2,0,0,90302,36
1341,42,84641,690,1,1,1,423205,36
1342,47,117812,698,3,1,0,706872,36
1343,56,124762,724,0,1,0,748572,30
1344,53,165225,750,2,1,0,1156575,18
