age,income,credit_score,existing_loans,employed,default,loan_amount,loan_tenure_months
25,30571,698,1,1,1,152855,36
43,84728,711,2,1,0,508368,36
25,27358,675,2,1,0,164148,36
51,108628,779,1,1,0,869024,36
40,69265,586,3,1,0,346325,36
47,160870,643,1,1,1,965220,36
31,49826,762,1,1,0,348782,36
57,106183,725,1,1,0,637098,36
54,117162,645,1,1,0,820134,36
49,108355,732,4,1,1,758485,36
40,70814,636,1,1,1,424884,36
48,107184,675,3,1,0,643104,36
33,57650,783,3,1,0,403550,36
52,177874,774,1,1,0,1245118,36
61,89476,723,3,1,0,447380,36
54,145558,615,1,1,1,1018906,36
33,57012,669,4,1,0,342072,36
46,174167,707,1,1,0,1045002,36
26,29678,816,1,1,0,207746,36
48,158840,557,1,1,1,1111880,36
47,157337,630,1,1,0,786685,36
25,27070,790,4,1,0,216560,36
28,25495,808,4,1,0,152970,36
38,84283,694,2,1,0,421415,36
38,67786,823,3,1,0,406716,36
27,26671,641,0,1,0,186697,36
46,157374,579,2,1,1,1101618,36
45,67500,763,1,1,0,540000,36
39,77516,803,5,1,0,465096,36
32,56420,802,1,1,0,394940,36
54,114109,630,2,1,0,798763,36
61,73405,715,0,1,0,440430,36
36,26130,767,1,0,1,65362,36
34,45457,724,1,1,0,318199,36
47,144099,815,1,1,0,1152792,36
37,67905,667,3,1,0,475335,36
40,78878,694,2,1,0,394390,36
50,174168,718,3,1,0,1393344,36
25,12599,766,1,0,1,42468,36
57,109561,684,0,1,0,766927,36
42,68895,774,0,1,0,482265,36
37,69745,828,1,1,0,557960,36
40,79074,658,0,1,0,474444,36
41,68334,686,0,1,0,341670,36
25,32835,777,1,1,0,262680,36
59,139912,854,4,1,0,1119296,36
42,27471,750,3,0,0,95970,36
47,29373,637,4,0,0,122724,36
53,110844,715,2,1,0,775908,36
29,36743,776,3,1,0,220458,36
47,152292,634,1,1,0,1066044,36
38,27895,613,1,0,0,115824,36
52,155598,672,2,1,0,777990,36
25,25762,752,2,1,0,180334,36
40,68132,590,2,1,0,340660,36
34,18031,644,4,0,0,112219,36
47,117663,721,4,1,0,941304,36
47,29950,787,4,0,1,145567,36
33,59897,723,0,1,0,359382,36
33,52418,729,2,1,0,419344,36
40,67968,780,2,1,0,475776,36
31,55122,827,3,1,0,440976,36
52,109978,818,2,1,0,879824,36
37,68040,536,3,1,0,340200,36
25,21746,707,4,1,0,152222,36
37,65630,773,2,1,0,459410,36
29,39492,835,1,1,0,315936,36
25,28341,751,1,1,0,170046,36
27,34540,631,1,1,0,241780,36
43,81741,641,2,1,1,490446,36
57,106240,644,4,1,0,743680,36
45,69321,724,3,1,0,554568,36
34,62575,661,3,1,0,375450,36
47,119754,456,3,1,1,598770,36
36,67632,605,5,1,0,338160,36
33,46709,664,1,1,1,326963,36
28,13600,591,1,0,0,78111,36
25,26714,602,3,1,0,186998,36
37,65145,864,4,1,0,456015,36
43,66466,699,2,1,0,465262,36
40,71729,669,1,1,1,430374,36
37,71759,753,5,1,0,574072,36
30,12754,791,1,0,1,107065,36
49,29533,879,3,0,0,114469,36
26,34573,836,2,1,0,207438,36
51,154617,734,1,1,0,927702,36
29,36371,577,2,1,0,218226,36
32,62923,619,2,1,0,314615,36
25,30068,667,2,1,0,210476,36
35,17976,740,0,0,0,76938,36
53,29638,707,2,0,1,89542,36
48,157011,582,1,1,0,942066,36
53,29755,567,2,0,1,106062,36
48,161942,720,2,1,0,971652,36
28,16878,709,0,0,0,68382,36
38,26630,683,1,0,0,71918,36
32,49711,738,1,1,0,397688,36
57,136218,799,1,1,0,817308,36
27,23458,724,1,1,0,164206,36
52,114845,624,1,1,0,574225,36
52,168856,853,3,1,0,1181992,36
63,74926,685,2,1,1,299704,36
37,72451,703,2,1,0,434706,36
50,101039,647,2,1,1,505195,36
69,13421,614,1,0,0,67582,36
34,55549,620,1,1,0,333294,36
25,29655,602,0,1,0,177930,36
25,23130,459,4,1,1,115650,36
50,145240,687,4,1,0,1016680,36
25,27795,788,1,1,0,222360,36
37,69197,621,1,1,0,484379,36
47,160656,900,2,1,0,1285248,36
44,72268,810,1,1,0,433608,36
47,106677,698,1,1,0,640062,36
44,26963,611,2,0,0,101486,36
57,20847,572,2,0,0,80034,36
30,35855,690,1,1,0,215130,36
33,58617,705,2,1,0,351702,36
32,50591,683,3,1,1,303546,36
51,108755,785,3,1,0,870040,36
52,114021,819,5,1,0,798147,36
47,107625,737,1,1,0,645750,36
56,109607,742,4,1,0,876856,36
27,25750,674,2,1,0,128750,36
62,74786,699,2,1,0,373930,36
60,14111,732,0,0,0,79944,36
50,162733,674,2,1,0,1139131,36
63,74163,752,3,1,0,444978,36
25,31356,615,1,1,0,188136,36
35,20539,641,0,0,0,82516,36
33,52846,616,1,1,0,369922,36
50,142473,646,0,1,0,712365,36
29,33173,677,0,1,0,232211,36
51,177458,782,0,1,0,1242206,36
58,122469,703,2,1,1,734814,36
50,100166,597,2,1,0,600996,36
45,66059,587,0,1,0,330295,36
30,36483,666,0,1,0,182415,36
31,60059,766,3,1,0,360354,36
56,106306,812,3,1,0,850448,36
51,113034,572,2,1,1,678204,36
41,68894,729,1,1,1,551152,36
36,73119,667,3,1,0,511833,36
25,11354,674,3,0,1,63647,36
29,39647,614,0,1,0,198235,36
64,84275,682,3,1,0,337100,36
26,22241,611,2,1,0,133446,36
44,69969,678,3,1,1,349845,36
54,29516,791,1,0,1,117531,36
26,34615,750,1,1,0,276920,36
44,68792,853,2,1,1,550336,36
53,153512,742,4,1,0,1228096,36
42,68583,713,1,1,0,480081,36
70,73591,744,0,1,0,441546,36
25,25944,637,2,1,1,129720,36
54,161670,533,2,1,1,970020,36
39,68596,763,3,1,1,548768,36
51,116488,556,4,1,0,815416,36
47,108286,789,2,1,0,758002,36
33,50127,760,1,1,0,300762,36
44,73876,632,3,1,0,517132,36
25,21579,665,2,1,0,129474,36
49,175529,699,1,1,0,1228703,36
45,69044,626,3,1,0,483308,36
49,119725,743,0,1,0,838075,36
54,164712,750,3,1,0,1152984,36
46,106683,584,4,1,0,640098,36
43,65132,634,4,1,0,325660,36
31,55072,697,2,1,0,385504,36
33,53157,791,5,1,1,318942,36
56,107399,752,0,1,0,751793,36
59,115806,513,4,1,1,694836,36
39,68417,676,1,1,0,410502,36
42,71439,737,1,1,0,428634,36
31,48496,636,0,1,0,242480,36
56,102539,629,1,1,1,615234,36
49,152646,640,1,1,0,915876,36
65,97567,675,3,1,0,390268,36
31,50487,621,3,1,0,302922,36
37,65272,752,3,1,0,522176,36
44,67417,631,0,1,0,471919,36
49,152747,617,2,1,0,1069229,36
39,68210,668,0,1,0,341050,36
31,45830,818,2,1,0,274980,36
52,29231,742,1,0,1,107011,36
50,153839,747,1,1,0,1230712,36
31,58573,722,2,1,0,410011,36
58,106740,624,3,1,0,533700,36
56,102090,648,3,1,0,510450,36
43,27676,635,3,0,1,102610,36
42,68459,787,2,1,0,410754,36
48,114334,723,4,1,0,800338,36
31,19441,566,3,0,0,92530,36
42,67810,816,4,1,0,542480,36
25,24587,673,3,1,0,122935,36
52,104790,752,4,1,0,628740,36
25,16468,784,3,0,0,64284,36
60,12210,495,2,0,1,58190,36
38,73126,736,2,1,0,585008,36
39,68564,679,2,1,0,479948,36
34,56256,506,4,1,1,281280,36
38,68687,609,0,1,0,343435,36
59,108234,663,3,1,0,649404,36
25,21515,767,3,1,0,150605,36
57,101984,685,1,1,0,713888,36
46,156883,711,5,1,1,941298,36
27,22552,671,1,1,0,157864,36
29,37607,787,1,1,1,300856,36
62,9288,741,3,0,1,97701,36
30,38792,713,3,1,0,310336,36
28,33127,608,5,1,1,198762,36
55,147500,709,2,1,0,1032500,36
46,100557,900,3,1,0,603342,36
30,37996,763,2,1,0,303968,36
44,68641,640,3,1,1,480487,36
29,34403,848,3,1,0,206418,36
55,117638,637,4,1,0,588190,36
54,110334,757,2,1,0,662004,36
48,110432,696,2,1,0,662592,36
46,110734,714,5,1,0,885872,36
63,84705,717,3,1,0,508230,36
41,66638,680,1,1,0,466466,36
27,14635,668,2,0,1,54143,36
47,163168,594,1,1,0,1142176,36
67,80512,609,2,1,0,402560,36
29,35236,726,3,1,0,246652,36
37,67560,645,1,1,0,472920,36
46,111921,627,0,1,0,783447,36
41,71183,900,3,1,0,569464,36
30,34779,899,2,1,0,278232,36
55,171856,746,3,1,0,1031136,36
69,74993,757,0,1,0,374965,36
44,69511,635,2,1,0,417066,36
31,54779,605,0,1,0,328674,36
25,24087,672,1,1,0,168609,36
45,65666,700,2,1,0,525328,36
55,172594,757,2,1,0,1035564,36
47,109311,553,2,1,0,655866,36
41,67712,871,0,1,0,541696,36
34,50552,719,3,1,0,404416,36
28,12227,575,5,0,0,63503,36
52,102983,712,1,1,0,617898,36
52,28844,627,2,0,0,121895,36
25,34930,622,3,1,0,174650,36
61,71496,615,3,1,0,357480,36
48,174838,679,2,1,1,874190,36
58,100772,868,1,1,0,705404,36
25,26526,707,3,1,0,159156,36
25,33660,755,1,1,0,201960,36
40,69455,775,4,1,0,486185,36
48,105205,688,0,1,0,631230,36
63,71697,607,1,1,0,286788,36
50,100322,572,0,1,0,702254,36
39,69149,669,2,1,0,484043,36
29,14778,791,2,0,1,45708,36
56,110080,774,5,1,0,660480,36
30,38637,720,2,1,0,270459,36
61,83489,731,4,1,0,417445,36
38,66642,689,3,1,0,466494,36
61,74510,661,0,1,0,372550,36
50,116020,640,3,1,0,580100,36
40,66993,582,1,1,0,468951,36
35,52369,843,0,1,0,418952,36
37,66035,713,2,1,0,462245,36
47,109214,664,2,1,0,546070,36
42,66724,845,5,1,0,400344,36
34,22854,860,1,0,0,61143,36
40,67129,900,1,1,0,402774,36
42,74217,680,4,1,0,445302,36
25,11933,708,4,0,1,78076,36
47,153343,752,1,1,0,1226744,36
30,36811,832,1,1,0,294488,36
28,27314,704,1,1,1,218512,36
25,14801,621,1,0,1,51463,36
25,34624,639,2,1,0,242368,36
25,30513,794,3,1,0,213591,36
33,15223,749,4,0,0,64419,36
65,72431,686,2,1,0,362155,36
35,50299,680,0,1,0,301794,36
44,76949,686,0,1,0,384745,36
46,167154,799,1,1,0,1170078,36
43,66732,636,2,1,1,467124,36
41,67731,602,1,1,0,474117,36
27,22955,845,2,1,1,183640,36
59,105392,702,3,1,0,632352,36
63,84017,693,1,1,0,336068,36
25,20202,753,2,1,0,121212,36
29,39988,620,3,1,1,199940,36
38,27816,760,0,0,0,105489,36
30,39205,669,2,1,0,196025,36
48,176670,790,2,1,0,1413360,36
33,56920,577,2,1,0,284600,36
67,72126,736,1,1,0,432756,36
56,118984,681,2,1,0,713904,36
44,26953,643,3,0,0,89154,36
54,105736,761,4,1,0,740152,36
55,29765,688,5,0,1,105892,36
35,58782,737,2,1,0,470256,36
32,24745,801,3,0,0,108845,36
42,68077,763,0,1,0,476539,36
52,108887,613,2,1,0,544435,36
43,67286,656,4,1,1,471002,36
25,31623,736,1,1,0,189738,36
32,49146,763,1,1,0,393168,36
41,67183,668,1,1,0,403098,36
41,68315,715,1,1,0,546520,36
65,11733,715,5,0,1,91676,36
25,28552,726,1,1,0,199864,36
48,104891,605,2,1,0,629346,36
59,100212,586,1,1,0,601272,36
69,98434,519,2,1,0,393736,36
37,69148,708,4,1,1,414888,36
47,117940,590,1,1,1,589700,36
48,112735,870,1,1,0,901880,36
44,68510,752,2,1,0,411060,36
40,67959,605,1,1,0,475713,36
47,102818,790,5,1,0,822544,36
25,30095,790,1,1,0,240760,36
50,29670,797,0,0,0,99745,36
43,68323,635,5,1,1,478261,36
39,65161,757,5,1,0,456127,36
66,9475,798,1,0,1,105117,36
33,49249,825,1,1,0,344743,36
37,83870,578,2,1,0,587090,36
65,92035,682,4,1,0,368140,36
32,49240,632,2,1,1,344680,36
35,20155,849,0,0,0,61544,36
40,67334,739,3,1,0,538672,36
52,114955,771,1,1,0,689730,36
44,27848,738,1,0,1,86093,36
26,27455,730,4,1,1,219640,36
35,53189,630,3,1,0,372323,36
34,20757,664,1,0,1,66858,36
41,65334,705,4,1,0,392004,36
47,140349,648,2,1,0,842094,36
47,106770,633,2,1,0,533850,36
25,14231,683,3,0,1,66525,36
54,152808,651,0,1,0,916848,36
45,67957,703,2,1,0,407742,36
58,126438,664,1,1,0,632190,36
47,171877,645,1,1,0,1203139,36
55,100925,625,0,1,0,605550,36
47,28142,700,0,0,0,141463,36
58,110495,771,5,1,0,773465,36
48,28820,752,2,0,0,121893,36
40,67940,577,3,1,0,475580,36
69,72117,768,3,1,0,432702,36
52,153828,751,4,1,0,1076796,36
48,28096,770,3,0,1,113639,36
26,17942,786,3,0,1,51949,36
26,10124,641,1,0,1,85698,36
45,80696,676,3,1,0,484176,36
43,77401,843,1,1,0,464406,36
34,61589,838,0,1,0,492712,36
43,69147,693,1,1,0,345735,36
61,97039,748,1,1,0,485195,36
50,170058,755,1,1,0,1360464,36
28,33346,840,2,1,0,200076,36
40,68534,727,2,1,0,479738,36
32,60007,603,3,1,0,360042,36
37,65630,661,1,1,0,393780,36
37,72235,900,1,1,0,577880,36
36,71014,599,2,1,0,355070,36
26,30514,704,1,1,0,213598,36
40,65707,885,3,1,0,525656,36
35,54628,636,3,1,0,327768,36
25,21582,481,2,1,1,129492,36
66,73163,496,4,1,1,219489,36
55,148594,636,1,1,0,891564,36
37,76053,558,1,1,0,532371,36
42,66523,782,1,1,0,399138,36
27,28068,721,5,1,0,224544,36
62,85214,529,0,1,0,340856,36
64,71392,572,5,1,0,356960,36
43,72213,799,2,1,0,505491,36
54,118095,715,4,1,0,826665,36
44,69981,814,4,1,0,419886,36
25,31672,789,3,1,0,190032,36
37,65139,607,1,1,1,390834,36
43,67630,770,2,1,0,473410,36
36,68634,745,1,1,0,549072,36
39,69954,543,2,1,1,419724,36
40,82346,591,0,1,0,576422,36
41,27702,895,2,0,0,86789,36
42,27642,625,2,0,0,108497,36
29,33999,732,1,1,0,237993,36
33,47959,684,0,1,0,239795,36
26,21000,714,1,1,0,126000,36
53,174447,690,0,1,0,1221129,36
25,11489,777,2,0,0,51641,36
55,29028,775,3,0,0,102675,36
58,109781,709,2,1,0,878248,36
38,76899,627,0,1,0,384495,36
25,21350,654,1,1,0,128100,36
37,68849,573,2,1,0,413094,36
41,79667,673,4,1,0,398335,36
29,35052,558,4,1,0,245364,36
35,53823,717,1,1,0,322938,36
60,73957,723,1,1,1,443742,36
49,153558,780,1,1,0,921348,36
30,37120,602,1,1,1,185600,36
25,20266,607,4,1,1,141862,36
38,76590,821,3,1,0,536130,36
39,27226,590,1,0,1,93708,36
47,143310,864,2,1,0,1146480,36
35,15282,626,4,0,1,80956,36
48,170146,626,1,1,0,1020876,36
65,86277,767,2,1,0,517662,36
51,111077,743,3,1,0,888616,36
41,66693,831,0,1,0,466851,36
39,26180,548,3,0,1,75354,36
37,68276,742,1,1,0,477932,36
56,108788,696,2,1,0,543940,36
34,55289,613,1,1,0,331734,36
42,65391,850,2,1,0,523128,36
42,79887,718,1,1,0,479322,36
35,51918,694,1,1,0,363426,36
25,31926,736,1,1,0,191556,36
45,68439,561,1,1,0,479073,36
41,65578,600,1,1,0,459046,36
48,151229,673,2,1,0,907374,36
35,58643,725,1,1,0,351858,36
56,136996,801,2,1,1,1095968,36
31,17401,629,0,0,0,119247,36
62,70412,610,3,1,1,281648,36
25,21004,740,4,1,1,168032,36
47,107518,689,2,1,0,752626,36
47,112989,546,1,1,0,564945,36
32,60912,626,2,1,0,304560,36
47,29492,685,5,0,1,110871,36
57,123368,687,3,1,0,616840,36
25,25650,707,2,1,0,179550,36
48,160605,595,0,1,0,803025,36
25,22202,689,2,1,0,111010,36
30,35826,775,1,1,0,214956,36
61,73780,468,1,1,0,295120,36
35,50671,677,3,1,0,253355,36
27,27708,567,1,1,0,193956,36
39,26736,697,4,0,0,91975,36
66,99093,579,3,1,1,396372,36
25,33138,710,4,1,0,265104,36
29,38455,830,3,1,1,269185,36
59,111121,621,0,1,0,555605,36
64,70191,633,2,1,0,350955,36
40,68581,662,5,1,1,480067,36
27,14372,725,2,0,1,55907,36
67,13394,618,3,0,0,86240,36
61,71615,669,1,1,1,286460,36
50,105367,646,1,1,1,526835,36
32,62402,662,0,1,0,374412,36
41,65882,726,2,1,0,527056,36
40,67895,744,2,1,0,475265,36
45,79583,581,2,1,0,477498,36
59,128156,726,2,1,0,897092,36
52,169587,900,4,1,0,1187109,36
29,33469,823,2,1,0,200814,36
58,132288,648,2,1,1,793728,36
45,65016,710,2,1,0,390096,36
50,102812,697,1,1,1,719684,36
59,20068,736,1,0,0,114984,36
28,25528,666,3,1,0,178696,36
41,27710,678,1,0,1,100211,36
35,55913,641,1,1,1,335478,36
25,13402,787,0,0,0,48395,36
46,171477,724,1,1,0,1371816,36
70,94631,725,4,1,0,473155,36
25,26193,797,3,1,1,157158,36
41,68906,798,2,1,0,413436,36
49,28709,783,2,0,0,98525,36
43,81650,796,0,1,0,571550,36
40,84803,825,1,1,0,508818,36
26,29678,622,0,1,0,207746,36
44,80198,676,2,1,0,481188,36
32,57858,756,4,1,0,405006,36
25,30053,629,5,1,0,210371,36
56,118076,670,3,1,1,708456,36
53,29565,715,1,0,0,134989,36
42,27692,681,3,0,0,121132,36
44,78574,705,3,1,0,550018,36
54,168007,608,2,1,0,1008042,36
44,66454,696,2,1,0,332270,36
52,111886,710,0,1,0,895088,36
38,68599,829,2,1,0,548792,36
57,105960,678,2,1,0,529800,36
45,70239,647,2,1,0,491673,36
44,80275,757,2,1,0,561925,36
26,22686,446,0,1,0,113430,36
45,26755,674,4,0,1,124834,36
32,47812,658,1,1,0,286872,36
34,56516,720,3,1,1,339096,36
32,60980,799,1,1,0,487840,36
29,36084,824,2,1,1,216504,36
67,12560,719,3,0,0,83784,36
57,101958,575,0,1,0,509790,36
65,12130,658,4,0,0,82393,36
27,13053,667,5,0,0,63898,36
42,69174,729,3,1,0,484218,36
26,24416,704,2,1,0,170912,36
33,50848,644,3,1,1,305088,36
30,35896,599,1,1,0,215376,36
56,132720,630,4,1,0,796320,36
37,27501,627,1,0,1,77872,36
54,101932,829,1,1,0,611592,36
49,163211,638,3,1,1,979266,36
69,70677,704,2,1,0,353385,36
25,24127,777,3,1,0,144762,36
57,105235,715,3,1,1,736645,36
55,105610,613,5,1,1,739270,36
30,35095,778,4,1,0,210570,36
54,161175,728,2,1,0,1289400,36
46,170364,525,2,1,0,851820,36
39,67130,799,0,1,0,402780,36
32,49066,769,3,1,1,343462,36
33,51538,727,0,1,0,309228,36
66,12366,830,3,0,1,105250,36
42,26714,768,1,0,1,100310,36
51,114807,790,3,1,0,918456,36
32,49921,782,2,1,0,299526,36
32,52797,760,1,1,0,316782,36
54,111346,556,3,1,1,556730,36
25,27254,566,2,1,0,190778,36
37,67354,768,2,1,0,538832,36
42,69980,798,3,1,0,489860,36
43,67710,643,1,1,0,406260,36
39,26381,610,3,0,1,118818,36
46,29617,721,3,0,0,131210,36
50,29357,583,2,0,0,93847,36
50,29404,686,2,0,1,127369,36
30,37208,671,2,1,0,186040,36
38,65668,682,2,1,1,459676,36
56,137436,850,1,1,0,824616,36
52,103604,649,1,1,0,725228,36
25,23581,704,3,1,0,188648,36
46,28401,595,5,0,1,90112,36
25,20282,775,5,1,0,162256,36
42,67268,685,1,1,0,403608,36
64,74271,794,0,1,0,371355,36
30,36045,503,2,1,1,180225,36
31,59206,695,4,1,0,355236,36
51,114598,710,0,1,0,802186,36
25,34365,772,4,1,0,274920,36
34,55560,648,0,1,0,333360,36
49,110249,762,2,1,0,771743,36
34,16885,657,1,0,1,71426,36
39,73899,707,3,1,0,517293,36
50,29052,773,1,0,0,110902,36
47,28755,625,2,0,0,89152,36
45,66622,759,1,1,0,399732,36
37,27137,726,1,0,0,88693,36
46,29206,673,2,0,0,127296,36
40,82746,646,3,1,0,496476,36
47,105275,531,5,1,0,631650,36
36,26808,693,1,0,0,103345,36
39,81314,673,3,1,0,487884,36
30,12982,751,2,0,1,88116,36
41,72762,743,3,1,0,582096,36
32,57533,785,1,1,0,460264,36
28,28831,788,5,1,0,201817,36
45,65523,900,3,1,0,458661,36
44,27635,741,3,0,1,136851,36
51,176450,631,0,1,0,1235150,36
36,70020,766,3,1,1,560160,36
46,145693,828,1,1,0,874158,36
48,117145,737,3,1,1,702870,36
47,172945,530,2,1,0,864725,36
32,62607,744,4,1,0,438249,36
43,66682,649,4,1,0,333410,36
46,150603,594,3,1,0,903618,36
42,78121,714,4,1,0,468726,36
25,29512,577,0,1,0,177072,36
43,69056,781,1,1,0,414336,36
68,73808,758,3,1,0,442848,36
37,81218,693,2,1,0,568526,36
33,60340,655,3,1,0,301700,36
46,142377,685,4,1,0,996639,36
45,79865,619,3,1,0,559055,36
56,106703,693,5,1,0,640218,36
26,28771,472,0,1,0,172626,36
50,164518,707,0,1,0,1316144,36
49,174256,709,3,1,0,1219792,36
40,77495,767,2,1,0,464970,36
46,101342,723,3,1,0,810736,36
54,28272,778,3,0,1,138856,36
52,117350,743,1,1,0,821450,36
28,28612,782,1,1,1,228896,36
51,29902,900,1,0,1,126417,36
41,67631,733,4,1,0,541048,36
42,74564,714,1,1,0,447384,36
42,78450,794,5,1,0,549150,36
40,69995,662,4,1,0,349975,36
56,120350,690,1,1,0,601750,36
40,69059,733,2,1,0,552472,36
28,32204,705,1,1,0,225428,36
37,26297,705,1,0,1,64884,36
44,65143,771,5,1,1,390858,36
56,108292,564,1,1,0,649752,36
49,119699,862,1,1,0,957592,36
31,24535,738,0,0,0,81681,36
70,13094,667,4,0,0,63367,36
45,75566,830,2,1,0,528962,36
57,108706,708,0,1,0,869648,36
40,73613,710,2,1,0,588904,36
48,143881,682,5,1,0,1007167,36
52,142412,817,3,1,0,854472,36
56,20424,699,1,0,0,88410,36
54,103501,655,1,1,0,621006,36
52,147405,779,1,1,0,884430,36
38,65164,794,1,1,0,521312,36
35,60243,828,3,1,0,421701,36
45,65168,750,4,1,0,391008,36
53,107440,791,0,1,0,859520,36
39,79774,679,2,1,0,398870,36
54,114202,782,3,1,0,913616,36
59,102924,759,0,1,0,823392,36
31,53060,742,4,1,0,371420,36
31,46124,575,0,1,0,322868,36
40,69674,668,4,1,0,348370,36
45,74953,696,2,1,0,524671,36
35,50949,742,5,1,0,407592,36
58,134296,892,1,1,0,940072,36
47,178233,768,1,1,0,1069398,36
42,68081,635,3,1,0,408486,36
25,21241,661,3,1,0,148687,36
26,20966,811,0,1,0,167728,36
45,68462,658,1,1,0,342310,36
25,24415,781,2,1,0,146490,36
54,115598,709,2,1,0,809186,36
40,77726,686,3,1,0,544082,36
70,86240,659,0,1,0,431200,36
69,73570,456,1,1,1,294280,36
39,26340,743,1,0,0,68462,36
40,67900,615,1,1,0,407400,36
53,112343,586,2,1,0,561715,36
62,74820,719,2,1,0,374100,36
25,32269,782,0,1,0,258152,36
25,34697,564,3,1,0,208182,36
34,46659,780,2,1,0,279954,36
48,114440,627,1,1,0,801080,36
47,110726,751,2,1,0,775082,36
54,149813,746,1,1,0,1048691,36
27,24040,683,2,1,0,168280,36
25,24683,702,0,1,0,172781,36
52,114405,668,1,1,0,800835,36
32,49040,721,2,1,1,343280,36
25,32842,720,0,1,0,197052,36
43,67623,626,2,1,0,338115,36
51,28936,591,1,0,0,93052,36
40,67821,780,3,1,0,474747,36
36,67643,716,1,1,0,473501,36
40,65340,769,2,1,0,392040,36
37,83478,646,2,1,0,500868,36
25,30548,634,0,1,0,152740,36
33,54702,619,2,1,0,328212,36
48,114150,685,3,1,0,684900,36
45,68099,718,2,1,0,544792,36
44,27458,656,2,0,1,93922,36
30,34864,825,5,1,0,244048,36
39,65462,648,1,1,1,327310,36
25,24013,719,3,1,1,192104,36
44,66368,629,2,1,0,464576,36
59,120822,646,2,1,0,845754,36
25,13655,693,4,0,1,89256,36
34,62885,633,4,1,0,440195,36
45,69828,707,2,1,0,558624,36
57,103481,735,3,1,0,827848,36
36,70339,787,3,1,0,422034,36
33,47035,613,3,1,0,329245,36
25,27949,713,2,1,0,223592,36
43,65034,695,0,1,0,390204,36
66,88778,552,1,1,0,443890,36
45,65829,609,1,1,0,329145,36
41,68452,737,0,1,0,547616,36
45,71165,591,5,1,0,426990,36
41,65200,694,2,1,0,326000,36
32,60224,530,5,1,0,301120,36
51,162754,691,0,1,0,1139278,36
44,65745,535,0,1,0,394470,36
42,65476,651,0,1,0,392856,36
30,39636,664,1,1,0,277452,36
57,109322,709,0,1,0,874576,36
49,142036,679,1,1,0,852216,36
35,55136,601,1,1,0,385952,36
54,165849,602,1,1,0,1160943,36
36,68008,570,3,1,0,340040,36
32,54254,716,3,1,0,325524,36
32,62850,712,1,1,0,377100,36
25,27062,753,3,1,0,216496,36
47,29362,659,3,0,0,86982,36
25,23946,561,1,1,1,119730,36
27,22394,674,2,1,0,111970,36
25,28240,700,5,1,0,225920,36
40,65756,606,1,1,0,394536,36
40,27878,614,1,0,1,77117,36
38,83064,736,5,1,0,498384,36
29,17018,708,4,0,0,44724,36
27,29231,790,1,1,0,233848,36
47,116794,837,4,1,0,700764,36
35,55748,579,1,1,0,390236,36
45,67667,666,2,1,0,473669,36
31,54809,709,4,1,0,328854,36
44,68416,729,4,1,1,410496,36
57,101477,781,0,1,0,811816,36
49,116511,758,4,1,0,932088,36
37,71717,791,5,1,0,573736,36
45,67890,704,0,1,0,475230,36
39,68806,649,1,1,1,344030,36
42,69868,855,0,1,0,419208,36
38,75435,712,5,1,0,452610,36
40,27890,680,1,0,0,69370,36
44,70181,614,1,1,0,350905,36
30,38458,712,1,1,0,307664,36
29,38175,780,5,1,0,267225,36
25,21687,659,3,1,1,130122,36
25,34109,689,0,1,0,170545,36
27,22338,719,1,1,1,178704,36
43,27526,737,5,0,1,136945,36
31,46724,679,5,1,0,280344,36
48,101145,668,3,1,0,505725,36
42,69708,659,2,1,0,487956,36
25,26110,611,2,1,0,156660,36
49,116466,638,0,1,0,582330,36
51,29987,636,4,0,0,120729,36
30,12720,576,0,0,0,110211,36
47,100214,779,0,1,0,801712,36
31,54784,728,4,1,0,438272,36
43,27951,711,2,0,1,141022,36
26,21789,804,5,1,0,152523,36
25,26035,757,1,1,0,156210,36
37,65190,636,2,1,0,391140,36
40,65476,793,2,1,0,458332,36
37,81171,777,5,1,0,487026,36
27,21466,610,2,1,1,128796,36
37,66544,772,5,1,0,399264,36
45,68613,662,1,1,0,411678,36
41,66191,779,2,1,0,397146,36
44,74144,672,1,1,1,370720,36
33,46349,657,1,1,0,231745,36
56,106528,665,2,1,0,745696,36
27,33545,622,1,1,0,167725,36
47,166425,581,0,1,0,832125,36
56,20476,500,3,0,1,78838,36
47,141715,615,3,1,0,992005,36
39,70739,900,1,1,0,565912,36
35,58160,738,1,1,0,465280,36
54,161180,849,4,1,0,967080,36
25,29451,674,1,1,1,176706,36
30,36320,662,4,1,1,254240,36
37,65842,837,2,1,1,526736,36
56,115513,730,1,1,1,808591,36
46,28855,623,2,0,1,113697,36
30,36074,750,5,1,0,252518,36
38,77678,800,1,1,0,466068,36
34,52102,585,1,1,0,364714,36
33,51355,737,2,1,0,410840,36
53,115109,591,4,1,0,690654,36
25,28544,795,0,1,0,228352,36
61,73287,718,2,1,0,439722,36
51,29353,750,4,0,1,143999,36
55,171664,682,2,1,0,1201648,36
36,66031,557,2,1,1,462217,36
40,67077,664,3,1,1,402462,36
25,27405,774,3,1,1,191835,36
35,48628,859,0,1,0,291768,36
47,159025,722,2,1,0,1113175,36
57,136450,645,1,1,0,955150,36
28,14653,742,2,0,1,55002,36
37,27750,767,0,0,0,84777,36
40,27289,710,5,0,1,71508,36
25,22899,705,0,1,0,183192,36
49,116867,717,2,1,0,818069,36
33,46253,703,3,1,0,370024,36
39,65259,723,5,1,0,522072,36
36,27640,846,3,0,0,104234,36
