age,income,credit_score,existing_loans,existing_loan_emi,employed,default,loan_amount,loan_tenure_months,emi_to_income_ratio,loan_to_income_ratio,employment_type
58,21758,810,2,6493,0,0,120000,30,0.3,5.52,Gig Worker
40,65896,716,1,9238,1,0,527000,30,0.14,8.0,Salaried
56,107679,682,0,0,1,0,646000,12,0.0,6.0,Government
25,20293,590,3,9011,1,0,101000,30,0.44,4.98,Salaried
34,24376,676,3,10747,0,0,85000,24,0.44,3.49,Gig Worker
42,65507,688,3,30161,1,0,328000,18,0.46,5.01,Entrepreneur
42,75800,624,1,11677,1,0,379000,12,0.15,5.0,Salaried
36,71113,696,2,19394,1,0,427000,12,0.27,6.0,Entrepreneur
49,146521,615,1,21427,1,0,733000,12,0.15,5.0,Salaried
29,39486,789,2,12144,1,0,276000,36,0.31,6.99,Self-Employed
40,79994,734,2,24013,1,0,560000,36,0.3,7.0,Salaried
43,67675,663,1,10875,1,0,474000,30,0.16,7.0,Entrepreneur
48,155924,715,0,0,1,0,936000,30,0.0,6.0,Salaried
50,141938,611,0,0,1,0,710000,24,0.0,5.0,Salaried
28,32008,619,3,14861,1,0,224000,18,0.46,7.0,Salaried
25,27075,649,2,7575,1,0,190000,30,0.28,7.02,Salaried
57,138449,684,0,0,1,0,831000,30,0.0,6.0,Salaried
45,73048,711,1,10016,1,0,511000,24,0.14,7.0,Self-Employed
33,17021,711,0,0,0,0,105000,12,0.0,6.17,Gig Worker
60,72885,594,1,11244,1,0,292000,12,0.15,4.01,Entrepreneur
43,67691,693,2,18384,1,0,474000,36,0.27,7.0,Salaried
56,126913,634,1,19364,1,0,888000,18,0.15,7.0,Government
42,65001,427,3,31826,1,1,325000,24,0.49,5.0,Salaried
66,74895,900,3,34211,1,0,374000,36,0.46,4.99,Self-Employed
63,92149,636,3,40540,1,0,461000,30,0.44,5.0,Self-Employed
39,69720,640,1,10758,1,0,488000,36,0.15,7.0,Entrepreneur
53,117239,592,2,34878,1,0,821000,30,0.3,7.0,Government
49,28361,615,2,8586,0,0,96000,24,0.3,3.38,Gig Worker
58,131520,684,1,21470,1,0,789000,18,0.16,6.0,Entrepreneur
30,37730,808,1,5531,1,0,226000,18,0.15,5.99,Salaried
50,167564,684,0,0,1,0,1005000,30,0.0,6.0,Entrepreneur
54,118685,674,1,19445,1,0,831000,12,0.16,7.0,Government
25,28814,796,0,0,1,0,202000,12,0.0,7.01,Salaried
27,31211,658,1,5061,1,0,187000,30,0.16,5.99,Salaried
25,24190,701,0,0,1,0,194000,36,0.0,8.02,Salaried
38,67835,626,3,28669,1,0,407000,36,0.42,6.0,Salaried
50,146534,834,3,60261,1,0,1026000,18,0.41,7.0,Entrepreneur
60,94930,783,3,39308,1,0,475000,18,0.41,5.0,Self-Employed
42,65617,687,1,8894,1,0,394000,12,0.14,6.0,Salaried
61,74155,668,0,0,1,0,297000,18,0.0,4.01,Self-Employed
25,23897,697,2,6588,1,0,143000,36,0.28,5.98,Salaried
25,23812,688,2,7405,1,0,167000,18,0.31,7.01,Salaried
41,68765,576,1,9430,1,0,413000,36,0.14,6.01,Salaried
46,118337,786,2,34216,1,0,710000,30,0.29,6.0,Salaried
41,27541,681,1,4416,0,1,110000,36,0.16,3.99,Gig Worker
25,12790,851,5,6395,0,0,72000,18,0.5,5.63,Gig Worker
40,68472,733,0,0,1,0,411000,36,0.0,6.0,Salaried
26,34283,498,0,0,1,0,206000,30,0.0,6.01,Self-Employed
50,170390,597,1,27166,1,1,1193000,18,0.16,7.0,Entrepreneur
46,111002,528,3,47772,1,0,555000,30,0.43,5.0,Self-Employed
30,13133,596,1,1820,0,1,104000,12,0.14,7.92,Gig Worker
35,51267,569,2,15985,1,1,308000,18,0.31,6.01,Self-Employed
29,39074,720,3,18037,1,0,313000,36,0.46,8.01,Salaried
41,69177,674,1,11160,1,0,415000,30,0.16,6.0,Salaried
53,112116,759,2,35216,1,0,673000,18,0.31,6.0,Salaried
30,10344,696,1,1646,0,0,79000,36,0.16,7.64,Gig Worker
48,29123,680,2,8356,0,0,101000,18,0.29,3.47,Gig Worker
35,54671,860,5,27336,1,0,383000,24,0.5,7.01,Salaried
32,50946,717,0,0,1,0,357000,18,0.0,7.01,Salaried
40,69580,693,2,21920,1,0,417000,30,0.32,5.99,Salaried
29,39419,631,3,18827,1,0,237000,18,0.48,6.01,Salaried
35,21242,605,0,0,0,0,65000,30,0.0,3.06,Gig Worker
27,31448,761,1,5180,1,0,220000,12,0.16,7.0,Salaried
65,72995,756,4,36498,1,0,365000,30,0.5,5.0,Self-Employed
42,68451,825,1,10005,1,0,548000,12,0.15,8.01,Salaried
33,60244,738,2,19072,1,0,361000,18,0.32,5.99,Salaried
44,69880,668,3,30445,1,0,419000,12,0.44,6.0,Entrepreneur
40,65310,740,1,10640,1,0,392000,24,0.16,6.0,Self-Employed
39,67954,693,1,10924,1,0,340000,36,0.16,5.0,Salaried
49,100190,769,1,14815,1,0,701000,30,0.15,7.0,Salaried
51,171920,806,1,27082,1,0,1032000,18,0.16,6.0,Government
35,48501,686,2,15291,1,0,291000,36,0.32,6.0,Self-Employed
35,53210,840,2,14696,1,0,319000,30,0.28,6.0,Salaried
38,26038,795,0,0,0,0,81000,30,0.0,3.11,Gig Worker
25,12694,701,3,6172,0,0,61000,12,0.49,4.81,Gig Worker
25,28117,753,4,14058,1,0,169000,18,0.5,6.01,Self-Employed
58,133583,724,2,42691,1,0,935000,24,0.32,7.0,Entrepreneur
61,80288,701,1,11610,1,0,482000,24,0.14,6.0,Self-Employed
39,66040,853,0,0,1,1,528000,18,0.0,8.0,Salaried
48,28082,741,1,4546,0,0,114000,36,0.16,4.06,Gig Worker
45,66739,632,5,33370,1,0,400000,36,0.5,5.99,Salaried
70,85870,617,1,11620,1,0,343000,18,0.14,3.99,Self-Employed
55,170755,621,2,55380,1,0,1195000,18,0.32,7.0,Salaried
40,65590,739,2,18069,1,0,459000,36,0.28,7.0,Salaried
30,14847,672,1,2147,0,0,64000,36,0.14,4.31,Gig Worker
25,21113,726,3,10356,1,1,148000,30,0.49,7.01,Self-Employed
44,67578,774,3,33151,1,0,473000,18,0.49,7.0,Salaried
32,50892,862,3,23238,1,0,305000,18,0.46,5.99,Salaried
25,25732,674,2,7923,1,0,154000,18,0.31,5.98,Salaried
34,60754,587,5,30377,1,0,365000,30,0.5,6.01,Salaried
29,38910,843,2,11190,1,0,311000,24,0.29,7.99,Salaried
62,74981,583,1,10862,1,0,375000,12,0.14,5.0,Self-Employed
52,29529,580,0,0,0,0,120000,18,0.0,4.06,Gig Worker
41,74974,841,1,11634,1,0,525000,18,0.16,7.0,Salaried
59,109419,785,2,34483,1,0,657000,24,0.32,6.0,Entrepreneur
42,67464,738,1,10710,1,0,472000,12,0.16,7.0,Salaried
31,53997,696,3,25706,1,0,270000,12,0.48,5.0,Self-Employed
60,9700,680,0,0,0,1,60000,12,0.0,6.19,Retired
48,178064,647,1,24526,1,0,1246000,18,0.14,7.0,Entrepreneur
29,10486,677,1,1571,0,1,86000,24,0.15,8.2,Gig Worker
39,66359,696,1,9073,1,0,332000,12,0.14,5.0,Salaried
31,20411,590,2,6184,0,1,70000,36,0.3,3.43,Gig Worker
25,22541,634,2,6683,1,0,158000,12,0.3,7.01,Salaried
53,102016,531,1,16489,1,1,612000,12,0.16,6.0,Salaried
64,73053,706,1,10631,1,0,438000,12,0.15,6.0,Self-Employed
25,24307,706,1,3367,1,0,170000,36,0.14,6.99,Salaried
48,174004,842,1,24237,1,0,1218000,24,0.14,7.0,Salaried
34,59737,730,1,9429,1,0,418000,30,0.16,7.0,Salaried
36,65343,655,4,32672,1,0,392000,24,0.5,6.0,Self-Employed
34,16555,683,0,0,0,0,100000,18,0.0,6.04,Gig Worker
31,62783,738,1,8666,1,0,377000,24,0.14,6.0,Salaried
42,27402,718,2,7537,0,0,119000,12,0.28,4.34,Gig Worker
32,51586,746,2,16098,1,0,413000,12,0.31,8.01,Self-Employed
45,83811,730,1,11497,1,0,670000,12,0.14,7.99,Entrepreneur
41,77584,679,3,37160,1,0,388000,24,0.48,5.0,Entrepreneur
39,26787,657,1,4184,0,0,106000,24,0.16,3.96,Gig Worker
31,50397,652,3,20780,1,0,353000,24,0.41,7.0,Salaried
35,61452,625,1,8452,1,0,430000,30,0.14,7.0,Entrepreneur
51,159126,613,0,0,1,0,796000,18,0.0,5.0,Self-Employed
48,112905,847,2,37168,1,0,903000,24,0.33,8.0,Government
30,13564,709,4,6782,0,1,68000,24,0.5,5.01,Gig Worker
43,68393,687,5,34196,1,1,410000,24,0.5,5.99,Self-Employed
51,106669,660,2,34003,1,0,640000,18,0.32,6.0,Government
25,32930,734,2,10763,1,0,231000,36,0.33,7.01,Self-Employed
48,150839,796,0,0,1,0,905000,24,0.0,6.0,Government
34,53336,757,0,0,1,0,320000,12,0.0,6.0,Entrepreneur
48,105153,773,3,51918,1,0,736000,18,0.49,7.0,Entrepreneur
32,58911,653,3,27853,1,0,412000,12,0.47,6.99,Salaried
25,29351,699,2,8587,1,0,147000,24,0.29,5.01,Salaried
25,32277,654,1,4438,1,0,194000,12,0.14,6.01,Salaried
42,67128,708,3,31882,1,0,470000,36,0.47,7.0,Self-Employed
45,27997,801,2,8497,0,0,118000,36,0.3,4.21,Gig Worker
31,55111,735,3,24424,1,0,441000,36,0.44,8.0,Self-Employed
49,166178,830,1,26953,1,0,1329000,36,0.16,8.0,Government
25,33418,676,3,13869,1,1,234000,18,0.42,7.0,Salaried
41,67534,635,4,33767,1,1,405000,12,0.5,6.0,Salaried
27,31768,740,2,8599,1,0,222000,24,0.27,6.99,Salaried
34,45115,709,1,6725,1,0,316000,18,0.15,7.0,Salaried
42,26420,725,1,3611,0,0,124000,18,0.14,4.69,Gig Worker
31,59588,713,0,0,1,0,358000,12,0.0,6.01,Salaried
37,66092,661,3,27474,1,0,463000,24,0.42,7.01,Salaried
54,118902,715,5,59451,1,0,832000,30,0.5,7.0,Government
35,59946,777,3,27781,1,0,360000,24,0.46,6.01,Salaried
52,164194,786,0,0,1,0,1314000,24,0.0,8.0,Salaried
28,33979,660,0,0,1,0,170000,24,0.0,5.0,Salaried
48,148541,718,3,70133,1,0,1188000,36,0.47,8.0,Entrepreneur
59,122476,818,2,37355,1,0,857000,12,0.3,7.0,Salaried
25,30266,662,0,0,1,0,182000,12,0.0,6.01,Salaried
32,62953,648,1,10316,1,0,378000,36,0.16,6.0,Salaried
48,115442,763,1,16883,1,0,808000,12,0.15,7.0,Government
39,65105,749,3,28042,1,0,456000,12,0.43,7.0,Salaried
46,161523,633,5,80762,1,0,969000,12,0.5,6.0,Government
34,47406,588,3,20153,1,0,237000,12,0.43,5.0,Entrepreneur
43,65121,716,3,32019,1,0,391000,12,0.49,6.0,Salaried
40,73947,666,1,10010,1,0,370000,36,0.14,5.0,Self-Employed
56,133129,565,1,21846,1,0,666000,30,0.16,5.0,Self-Employed
45,26204,645,2,7143,0,1,126000,24,0.27,4.81,Gig Worker
46,102732,748,1,16615,1,0,719000,36,0.16,7.0,Entrepreneur
37,75586,687,2,22801,1,0,454000,36,0.3,6.01,Salaried
36,72150,825,2,23779,1,0,577000,30,0.33,8.0,Salaried
36,83606,533,1,11472,1,0,418000,12,0.14,5.0,Government
46,168105,807,5,84052,1,0,1345000,12,0.5,8.0,Entrepreneur
36,26889,672,1,4412,0,0,75000,18,0.16,2.79,Gig Worker
45,68383,660,1,10305,1,0,479000,36,0.15,7.0,Entrepreneur
66,72610,575,4,36305,1,1,290000,12,0.5,3.99,Self-Employed
52,164218,737,1,25597,1,0,1314000,12,0.16,8.0,Government
38,66233,553,0,0,1,0,464000,18,0.0,7.01,Self-Employed
56,115560,765,1,17176,1,0,924000,18,0.15,8.0,Government
37,65276,578,3,30124,1,1,326000,18,0.46,4.99,Self-Employed
25,34106,591,5,17053,1,1,239000,12,0.5,7.01,Salaried
29,12190,604,5,6095,0,1,52000,36,0.5,4.27,Gig Worker
25,20482,642,2,5586,1,0,143000,24,0.27,6.98,Salaried
37,65798,775,4,32899,1,0,526000,12,0.5,7.99,Salaried
42,68460,820,1,11194,1,0,479000,18,0.16,7.0,Salaried
62,95305,650,3,46235,1,0,381000,18,0.49,4.0,Entrepreneur
45,74645,696,3,33292,1,0,373000,36,0.45,5.0,Self-Employed
39,84042,739,2,25818,1,0,672000,24,0.31,8.0,Government
51,103032,673,2,29533,1,0,721000,18,0.29,7.0,Salaried
25,25493,736,1,3585,1,0,204000,18,0.14,8.0,Salaried
44,74054,699,4,37027,1,0,444000,30,0.5,6.0,Salaried
51,28822,679,3,12589,0,1,104000,12,0.44,3.61,Gig Worker
25,24575,586,1,3748,1,1,172000,18,0.15,7.0,Salaried
55,175683,711,2,48254,1,0,1230000,24,0.27,7.0,Salaried
46,109472,776,1,17979,1,0,876000,18,0.16,8.0,Government
37,66989,637,1,11025,1,1,335000,12,0.16,5.0,Salaried
49,165029,542,0,0,1,0,825000,12,0.0,5.0,Salaried
69,92301,674,2,28788,1,0,462000,24,0.31,5.01,Self-Employed
44,69491,820,1,10499,1,0,486000,12,0.15,6.99,Salaried
44,70403,796,1,10158,1,0,563000,36,0.14,8.0,Salaried
36,81754,653,0,0,1,0,572000,24,0.0,7.0,Salaried
31,62165,736,1,9910,1,0,435000,30,0.16,7.0,Salaried
51,103199,749,0,0,1,0,619000,24,0.0,6.0,Salaried
31,45616,819,3,21286,1,0,365000,30,0.47,8.0,Salaried
42,65349,575,2,18282,1,0,327000,24,0.28,5.0,Self-Employed
36,68012,614,0,0,1,0,340000,30,0.0,5.0,Salaried
47,154487,539,1,25078,1,0,772000,18,0.16,5.0,Entrepreneur
46,100822,645,2,32198,1,1,605000,12,0.32,6.0,Entrepreneur
54,142799,785,2,46694,1,0,857000,12,0.33,6.0,Salaried
35,62562,655,2,19616,1,0,438000,30,0.31,7.0,Salaried
38,26708,595,5,13354,0,1,112000,12,0.5,4.19,Gig Worker
30,39231,718,3,17365,1,0,235000,24,0.44,5.99,Salaried
36,27505,720,3,13448,0,0,78000,36,0.49,2.84,Gig Worker
46,110713,618,5,55356,1,0,775000,12,0.5,7.0,Government
51,175463,659,1,23926,1,0,1228000,30,0.14,7.0,Self-Employed
30,33997,712,0,0,1,0,238000,30,0.0,7.0,Salaried
52,172669,759,0,0,1,0,1381000,30,0.0,8.0,Entrepreneur
58,115127,648,5,57564,1,0,691000,30,0.5,6.0,Entrepreneur
46,153062,636,1,22392,1,0,918000,18,0.15,6.0,Entrepreneur
64,92816,853,1,14787,1,0,557000,30,0.16,6.0,Entrepreneur
32,52512,678,2,17289,1,0,315000,12,0.33,6.0,Entrepreneur
27,32910,719,2,9183,1,0,197000,24,0.28,5.99,Salaried
25,25952,751,2,7932,1,0,156000,36,0.31,6.01,Salaried
59,108205,557,3,47532,1,0,541000,24,0.44,5.0,Salaried
49,101640,698,3,50037,1,0,711000,24,0.49,7.0,Salaried
41,26977,568,1,4323,0,0,83000,36,0.16,3.08,Gig Worker
45,69099,689,1,11066,1,0,345000,30,0.16,4.99,Self-Employed
28,21961,809,3,9821,1,0,154000,24,0.45,7.01,Salaried
70,99654,620,1,14693,1,0,498000,30,0.15,5.0,Entrepreneur
43,75366,566,1,10793,1,0,452000,36,0.14,6.0,Self-Employed
43,79492,851,2,21732,1,0,477000,30,0.27,6.0,Self-Employed
50,173341,608,4,86670,1,0,867000,24,0.5,5.0,Salaried
47,105968,580,2,33780,1,0,636000,12,0.32,6.0,Government
44,69173,829,0,0,1,0,484000,36,0.0,7.0,Self-Employed
32,46084,605,4,23042,1,0,230000,36,0.5,4.99,Salaried
47,117994,831,4,58997,1,0,944000,36,0.5,8.0,Entrepreneur
64,71019,721,2,21542,1,0,355000,18,0.3,5.0,Self-Employed
58,108526,802,1,17155,1,0,760000,30,0.16,7.0,Salaried
61,10560,714,5,5280,0,1,99000,18,0.5,9.38,Retired
35,49499,786,3,23832,1,0,297000,36,0.48,6.0,Salaried
30,14932,626,0,0,0,0,70000,24,0.0,4.69,Gig Worker
40,80470,650,2,22921,1,0,563000,30,0.28,7.0,Salaried
42,77826,530,2,23117,1,1,467000,24,0.3,6.0,Self-Employed
55,146492,777,2,40688,1,0,879000,12,0.28,6.0,Self-Employed
25,32301,733,3,15855,1,0,258000,18,0.49,7.99,Salaried
60,70978,619,3,32618,1,1,355000,12,0.46,5.0,Self-Employed
40,65294,560,1,9263,1,0,326000,12,0.14,4.99,Salaried
36,75726,722,3,35247,1,0,530000,30,0.47,7.0,Self-Employed
29,37263,834,1,5722,1,0,224000,18,0.15,6.01,Salaried
25,33464,688,3,14632,1,0,234000,30,0.44,6.99,Salaried
51,28119,647,1,3892,0,0,129000,36,0.14,4.59,Gig Worker
42,69767,625,0,0,1,0,488000,30,0.0,6.99,Self-Employed
26,10635,799,3,4950,0,1,75000,12,0.47,7.05,Gig Worker
26,22793,637,1,3433,1,0,114000,36,0.15,5.0,Self-Employed
37,67767,670,5,33884,1,0,407000,30,0.5,6.01,Self-Employed
62,98111,783,0,0,1,0,491000,24,0.0,5.0,Self-Employed
38,68711,750,3,31045,1,0,481000,30,0.45,7.0,Entrepreneur
25,32333,673,3,15575,1,1,226000,24,0.48,6.99,Self-Employed
39,75196,644,2,22793,1,0,376000,18,0.3,5.0,Salaried
38,65178,817,2,19792,1,0,456000,30,0.3,7.0,Salaried
25,24018,610,2,7748,1,0,168000,36,0.32,6.99,Salaried
41,77276,683,2,22735,1,0,541000,30,0.29,7.0,Salaried
39,66314,579,1,9219,1,0,398000,12,0.14,6.0,Salaried
50,103322,795,1,14038,1,0,827000,12,0.14,8.0,Entrepreneur
64,71611,662,4,35806,1,0,358000,12,0.5,5.0,Self-Employed
55,28567,644,0,0,0,0,98000,30,0.0,3.43,Gig Worker
38,67587,752,4,33794,1,0,406000,18,0.5,6.01,Salaried
28,31197,585,3,14612,1,1,187000,12,0.47,5.99,Self-Employed
70,72592,750,1,10264,1,0,436000,12,0.14,6.01,Entrepreneur
42,65173,671,1,9065,1,0,326000,36,0.14,5.0,Self-Employed
42,79669,603,4,39834,1,1,398000,12,0.5,5.0,Self-Employed
41,83551,620,4,41776,1,0,418000,12,0.5,5.0,Government
44,66136,645,2,20198,1,1,463000,18,0.31,7.0,Self-Employed
40,68241,664,0,0,1,0,341000,30,0.0,5.0,Entrepreneur
35,17637,604,0,0,0,0,109000,18,0.0,6.18,Gig Worker
35,61385,723,0,0,1,1,491000,12,0.0,8.0,Salaried
41,68659,602,1,10077,1,0,412000,36,0.15,6.0,Self-Employed
35,57488,510,0,0,1,0,287000,12,0.0,4.99,Salaried
33,50725,853,1,7514,1,0,406000,12,0.15,8.0,Salaried
43,26120,715,3,12704,0,1,130000,36,0.49,4.98,Gig Worker
38,84284,860,1,12259,1,0,674000,30,0.15,8.0,Government
60,71746,616,3,32376,1,0,287000,18,0.45,4.0,Self-Employed
25,13464,738,2,4268,0,0,40000,30,0.32,2.97,Gig Worker
55,142577,771,4,71288,1,0,855000,12,0.5,6.0,Salaried
56,100273,684,5,50136,1,0,602000,18,0.5,6.0,Self-Employed
25,32079,584,1,5161,1,0,160000,24,0.16,4.99,Self-Employed
37,83303,678,2,27238,1,0,500000,36,0.33,6.0,Salaried
37,78789,750,0,0,1,0,473000,24,0.0,6.0,Entrepreneur
25,10647,747,2,2969,0,0,61000,36,0.28,5.73,Gig Worker
32,53832,699,0,0,1,1,377000,24,0.0,7.0,Salaried
28,12674,771,2,4127,0,1,77000,12,0.33,6.08,Gig Worker
63,72368,768,2,21676,1,0,434000,12,0.3,6.0,Self-Employed
53,116512,658,0,0,1,0,816000,18,0.0,7.0,Government
57,109157,578,3,46746,1,0,764000,12,0.43,7.0,Government
50,161589,715,2,48081,1,0,970000,36,0.3,6.0,Salaried
28,32727,640,1,5380,1,0,196000,24,0.16,5.99,Self-Employed
35,45080,711,3,20256,1,0,270000,18,0.45,5.99,Salaried
47,106705,807,0,0,1,0,747000,36,0.0,7.0,Salaried
27,23048,734,4,11524,1,1,184000,24,0.5,7.98,Self-Employed
50,29147,803,1,4489,0,0,135000,24,0.15,4.63,Gig Worker
39,65255,619,0,0,1,0,457000,30,0.0,7.0,Salaried
37,65452,786,5,32726,1,0,393000,18,0.5,6.0,Entrepreneur
50,148836,834,5,74418,1,0,1042000,12,0.5,7.0,Entrepreneur
47,152701,705,2,42410,1,0,1222000,36,0.28,8.0,Salaried
37,27048,885,1,3755,0,0,83000,36,0.14,3.07,Gig Worker
55,110442,631,1,15413,1,0,773000,18,0.14,7.0,Salaried
29,38320,648,0,0,1,0,192000,12,0.0,5.01,Self-Employed
49,146697,751,2,40830,1,0,1027000,30,0.28,7.0,Salaried
49,164007,704,2,50588,1,0,984000,30,0.31,6.0,Entrepreneur
38,76168,640,1,10698,1,0,381000,36,0.14,5.0,Salaried
45,65760,749,1,9560,1,0,395000,30,0.15,6.01,Self-Employed
26,34948,728,2,11316,1,0,280000,24,0.32,8.01,Salaried
53,118917,653,2,35489,1,0,595000,30,0.3,5.0,Government
39,70943,715,0,0,1,0,497000,30,0.0,7.01,Salaried
35,46411,760,0,0,1,0,278000,18,0.0,5.99,Self-Employed
54,143182,651,1,22197,1,0,716000,18,0.16,5.0,Salaried
33,51521,741,1,7222,1,0,412000,30,0.14,8.0,Salaried
25,28942,630,1,4074,1,0,174000,24,0.14,6.01,Salaried
25,30965,646,1,4218,1,0,217000,30,0.14,7.01,Salaried
49,111806,788,2,31321,1,1,894000,18,0.28,8.0,Government
26,21487,749,4,10744,1,0,172000,30,0.5,8.0,Salaried
63,93906,549,1,13176,1,0,376000,30,0.14,4.0,Entrepreneur
25,20705,670,2,5701,1,0,104000,24,0.28,5.02,Salaried
62,74897,739,4,37448,1,0,449000,36,0.5,5.99,Self-Employed
44,66842,711,1,9948,1,0,535000,24,0.15,8.0,Salaried
40,69212,749,3,29316,1,0,484000,30,0.42,6.99,Self-Employed
35,58470,709,0,0,1,0,409000,12,0.0,7.0,Salaried
46,179547,689,1,26201,1,0,898000,18,0.15,5.0,Salaried
41,68000,686,3,30621,1,0,408000,30,0.45,6.0,Salaried
55,165647,787,0,0,1,0,1325000,36,0.0,8.0,Salaried
43,74929,755,1,11667,1,0,525000,30,0.16,7.01,Salaried
43,71192,732,5,35596,1,0,427000,24,0.5,6.0,Salaried
37,66049,707,2,21001,1,0,396000,30,0.32,6.0,Self-Employed
41,65157,656,1,10024,1,0,391000,36,0.15,6.0,Salaried
45,26622,675,3,10978,0,1,109000,24,0.41,4.09,Gig Worker
25,33062,785,2,10660,1,0,264000,30,0.32,7.98,Salaried
25,25496,777,3,12439,1,0,204000,24,0.49,8.0,Salaried
50,108514,648,4,54257,1,0,543000,18,0.5,5.0,Entrepreneur
44,27183,707,1,3895,0,0,137000,24,0.14,5.04,Gig Worker
39,26184,739,2,8336,0,0,93000,30,0.32,3.55,Gig Worker
42,27850,734,1,4385,0,0,107000,18,0.16,3.84,Gig Worker
46,28159,734,1,3957,0,0,101000,18,0.14,3.59,Gig Worker
35,45871,611,1,6481,1,0,321000,30,0.14,7.0,Entrepreneur
32,60631,606,3,26577,1,0,424000,24,0.44,6.99,Salaried
44,69282,793,5,34641,1,0,554000,36,0.5,8.0,Salaried
30,35217,820,2,10815,1,0,247000,12,0.31,7.01,Salaried
46,169064,581,3,74084,1,0,1014000,12,0.44,6.0,Salaried
25,20620,697,1,3070,1,0,144000,24,0.15,6.98,Salaried
54,112453,765,2,35406,1,0,900000,36,0.31,8.0,Salaried
47,166770,523,2,45395,1,1,1001000,18,0.27,6.0,Salaried
45,83587,614,4,41794,1,0,418000,12,0.5,5.0,Government
53,144142,692,5,72071,1,0,1009000,24,0.5,7.0,Salaried
61,9773,652,2,3164,0,1,70000,12,0.32,7.16,Retired
54,164461,716,4,82230,1,0,987000,18,0.5,6.0,Self-Employed
25,23717,817,2,7161,1,0,142000,30,0.3,5.99,Salaried
26,27479,631,0,0,1,0,137000,30,0.0,4.99,Salaried
34,15385,704,1,2126,0,1,84000,12,0.14,5.46,Gig Worker
42,69484,672,4,34742,1,0,417000,36,0.5,6.0,Salaried
48,116709,710,2,35241,1,0,934000,36,0.3,8.0,Self-Employed
33,54542,700,2,15520,1,0,382000,24,0.28,7.0,Salaried
44,79083,900,3,33945,1,0,554000,24,0.43,7.01,Entrepreneur
32,52053,819,5,26026,1,0,312000,18,0.5,5.99,Salaried
34,53586,573,1,7266,1,0,322000,24,0.14,6.01,Salaried
25,27152,627,0,0,1,0,190000,30,0.0,7.0,Salaried
30,34905,637,0,0,1,0,209000,12,0.0,5.99,Salaried
25,27553,601,2,7972,1,0,138000,18,0.29,5.01,Salaried
30,11328,590,1,1601,0,1,100000,18,0.14,8.83,Gig Worker
54,141221,685,4,70610,1,1,847000,36,0.5,6.0,Self-Employed
30,33651,640,1,4664,1,0,236000,12,0.14,7.01,Salaried
70,74397,628,0,0,1,0,298000,12,0.0,4.01,Self-Employed
47,101133,861,2,32710,1,0,708000,30,0.32,7.0,Government
44,65076,646,2,19888,1,0,390000,36,0.31,5.99,Salaried
31,53072,664,0,0,1,0,372000,24,0.0,7.01,Self-Employed
50,29010,759,5,14505,0,0,87000,24,0.5,3.0,Gig Worker
35,49992,664,5,24996,1,0,300000,12,0.5,6.0,Salaried
43,26052,606,1,3907,0,0,97000,18,0.15,3.72,Gig Worker
70,92166,679,3,38048,1,0,369000,18,0.41,4.0,Self-Employed
40,27947,860,3,12669,0,0,97000,18,0.45,3.47,Gig Worker
55,117781,661,2,35948,1,0,589000,12,0.31,5.0,Government
33,49787,627,3,23504,1,0,249000,12,0.47,5.0,Salaried
41,77910,733,1,11527,1,0,545000,36,0.15,7.0,Entrepreneur
63,73113,675,1,10150,1,0,366000,36,0.14,5.01,Entrepreneur
34,60331,900,1,8658,1,0,422000,36,0.14,6.99,Self-Employed
63,87841,637,4,43920,1,0,439000,12,0.5,5.0,Entrepreneur
50,158631,838,1,24489,1,0,1110000,18,0.15,7.0,Entrepreneur
35,47125,793,0,0,1,0,330000,18,0.0,7.0,Salaried
49,110116,669,0,0,1,0,771000,18,0.0,7.0,Government
53,29739,699,2,9048,0,0,90000,18,0.3,3.03,Gig Worker
49,157870,617,2,45998,1,0,947000,12,0.29,6.0,Government
25,20486,656,1,3372,1,0,123000,24,0.16,6.0,Salaried
33,49853,668,1,7636,1,0,349000,12,0.15,7.0,Entrepreneur
39,26167,712,2,7438,0,0,97000,36,0.28,3.71,Gig Worker
41,71555,586,1,9878,1,0,429000,36,0.14,6.0,Entrepreneur
49,153526,724,1,21430,1,0,921000,30,0.14,6.0,Salaried
44,70456,688,1,10031,1,0,493000,12,0.14,7.0,Self-Employed
25,31856,731,2,8908,1,0,255000,30,0.28,8.0,Salaried
46,106324,743,1,14949,1,0,744000,24,0.14,7.0,Entrepreneur
49,171976,681,2,49375,1,0,1032000,24,0.29,6.0,Self-Employed
48,101118,739,1,14177,1,0,708000,24,0.14,7.0,Salaried
54,114571,693,2,37099,1,0,573000,24,0.32,5.0,Salaried
52,161375,759,2,44348,1,0,968000,24,0.27,6.0,Entrepreneur
47,172755,725,0,0,1,0,1382000,12,0.0,8.0,Salaried
41,26233,714,4,13116,0,1,119000,36,0.5,4.54,Gig Worker
25,29734,691,5,14867,1,0,178000,18,0.5,5.99,Salaried
47,141927,803,1,23343,1,0,852000,24,0.16,6.0,Salaried
44,26044,732,4,13022,0,0,121000,36,0.5,4.65,Gig Worker
45,65013,594,3,28658,1,0,390000,30,0.44,6.0,Salaried
26,20541,662,3,10111,1,0,144000,36,0.49,7.01,Salaried
29,39150,681,1,6302,1,0,235000,36,0.16,6.0,Salaried
54,146037,699,1,23295,1,0,1022000,18,0.16,7.0,Salaried
41,27266,714,2,7784,0,0,101000,30,0.29,3.7,Gig Worker
